2005M01	16644143
2005M02	15657552
2005M03	15135145
2005M04	15625681
2005M05	16709716
2005M06	17822738
2005M07	18417641
2005M08	18785381
2005M09	19234319
2005M10	19840368
2005M11	20333125
2005M12	20209741
2006M01	19334603
2006M02	18142754
2006M03	17436476
2006M04	17898287
2006M05	19067165
2006M06	20362329
2006M07	21162849
2006M08	21739044
2006M09	22321085
2006M10	22926288
2006M11	23333136
2006M12	23107259
2007M01	22225499
2007M02	21110650
2007M03	20596723
2007M04	21349648
2007M05	22868380
2007M06	24483792
2007M07	25475875
2007M08	26153749
2007M09	26775651
2007M10	27381446
2007M11	27732831
2007M12	27373128
2008M01	26331929
2008M02	25080706
2008M03	24577195
2008M04	25512120
2008M05	27273103
2008M06	28980753
2008M07	29728392
2008M08	29942075
2008M09	30020570
2008M10	30080999
2008M11	29783153
2008M12	28505176
2009M01	26238165
2009M02	23599527
2009M03	21819622
2009M04	21855084
2009M05	22953868
2009M06	24090203
2009M07	24200805
2009M08	23779806
2009M09	23283825
2009M10	23119246
2009M11	23032639
2009M12	22720341
2010M01	22106410
2010M02	21456540
2010M03	21264151
2010M04	21875259
2010M05	22969454
2010M06	24078921
2010M07	24678705
2010M08	24974143
2010M09	25113427
2010M10	25181488
2010M11	25072598
2010M12	24617761
2011M01	23936300
2011M02	23256869
2011M03	23096437
2011M04	23914082
2011M05	25422374
2011M06	27275988
