2005K1	15135.145
2005K2	17822.738
2005K3	19234.319
2005K4	20209.741
2006K1	17436.476
2006K2	20362.329
2006K3	22321.085
2006K4	23107.259
2007K1	20596.723
2007K2	24483.792
2007K3	26775.651
2007K4	27373.128
2008K1	24577.195
2008K2	28980.753
2008K3	30020.570
2008K4	28505.176
2009K1	21819.622
2009K2	24090.203
2009K3	23283.825
2009K4	22720.341
2010K1	21264.151
2010K2	24078.921
2010K3	25113.427
2010K4	24617.761
2011K1	23096.437
2011K2	27275.988
